Filename	CTN	Day	Treatment	Is_Duplicate	Invasion Score	K14 score	Type
CTN019d6 K14-05_AB02_12.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_13.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_14.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_15.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_16.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_17.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_18.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_19.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_20.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_22.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_23.zvi.tif	CTN019	6	Vehicle	NA	1	0	Tumor
CTN019d6 K14-05_AB02_24.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_25.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_26.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_28.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_29.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_30.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_31.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_32.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_34.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_35.zvi.tif	CTN019	6	Vehicle	NA	2	0	Tumor
CTN019d6 K14-05_AB02_36.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_37.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_38.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_39.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_41.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_42.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_44.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_45.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN019d6 K14-05_AB02_46.zvi.tif	CTN019	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(1).zvi.tif	CTN021	6	Vehicle	NA	2	0	Tumor
CTN021d6 K14-07_Position(10).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(11).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(12).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(13).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(14).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(15).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(16).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(17).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(18).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(19).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(2).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(20).zvi.tif	CTN021	6	Vehicle	NA	1	0	Tumor
CTN021d6 K14-07_Position(21).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(22).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(23).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(24).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(25).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(26).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(27).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(28).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(29).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(3).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(30).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(31).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(32).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(33).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(34).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(35).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(36).zvi.tif	CTN021	6	Vehicle	NA	1	0	Tumor
CTN021d6 K14-07_Position(37).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(38).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(39).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(4).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(40).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(41).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(43).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(44).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(45).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(46).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(48).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(49).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(5).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(50).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(51).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(52).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(6).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(7).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(8).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN021d6 K14-07_Position(9).zvi.tif	CTN021	6	Vehicle	NA	0	0	Tumor
CTN024-01_AC01_01.zvi.tif	CTN024	6	Vehicle	NA	2	3	Tumor
CTN024-01_AC01_02.zvi.tif	CTN024	6	Vehicle	NA	3	3	Tumor
CTN024-01_AC01_03.zvi.tif	CTN024	6	Vehicle	NA	1	3	Tumor
CTN024-01_AC01_04.zvi.tif	CTN024	6	Vehicle	NA	0	3	Tumor
CTN024-01_AC01_06.zvi.tif	CTN024	6	Vehicle	NA	0	2	Tumor
CTN024-01_AC01_07.zvi.tif	CTN024	6	Vehicle	NA	2	1	Tumor
CTN024-01_AC01_09.zvi.tif	CTN024	6	Vehicle	NA	0	0	Tumor
CTN024-01_AC01_10.zvi.tif	CTN024	6	Vehicle	NA	0	1	Tumor
CTN024-01_AC01_11.zvi.tif	CTN024	6	Vehicle	NA	3	1	Tumor
CTN024-01_AC01_13.zvi.tif	CTN024	6	Vehicle	NA	3	2	Tumor
CTN024-01_AC01_131.zvi.tif	CTN024	6	Vehicle	NA	0	1	Tumor
CTN024-01_AC01_14.zvi.tif	CTN024	6	Vehicle	NA	3	3	Tumor
CTN024-01_AC01_141.zvi.tif	CTN024	6	Vehicle	NA	1	2	Tumor
CTN024-01_AC01_15.zvi.tif	CTN024	6	Vehicle	NA	0	0	Tumor
CTN024-01_AC01_16.zvi.tif	CTN024	6	Vehicle	NA	1	0	Tumor
CTN024-01_AC01_17.zvi.tif	CTN024	6	Vehicle	NA	1	0	Tumor
CTN05_Day6-008_AB02_01.zvi.tif	CTN005	6	Vehicle	NA	3	3	Tumor
CTN05_Day6-008_AB02_02.zvi.tif	CTN005	6	Vehicle	NA	0	1	Tumor
CTN05_Day6-008_AB02_03.zvi.tif	CTN005	6	Vehicle	NA	0	2	Tumor
CTN05_Day6-008_AB02_04.zvi.tif	CTN005	6	Vehicle	NA	1	2	Tumor
CTN05_Day6-008_AB02_05.zvi.tif	CTN005	6	Vehicle	NA	0	2	Tumor
CTN05_Day6-008_AB02_06.zvi.tif	CTN005	6	Vehicle	NA	2	2	Tumor
CTN05_Day6-008_AB02_07.zvi.tif	CTN005	6	Vehicle	NA	0	1	Tumor
CTN05_Day6-008_AB02_08.zvi.tif	CTN005	6	Vehicle	NA	0	1	Tumor
CTN05_Day6-008_AB02_09.zvi.tif	CTN005	6	Vehicle	NA	0	1	Tumor
CTN05_Day6-008_AB02_10.zvi.tif	CTN005	6	Vehicle	NA	3	2	Tumor
CTN05_Day6-008_AB02_12.zvi.tif	CTN005	6	Vehicle	NA	0	1	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_01.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_02.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_03.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_04.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_05.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_06.zvi.tif	CTN027	6	Vehicle	No	0	1	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_07.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_08.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_09.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_10.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_11.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_12.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_13.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_14.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_15.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_16.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_17.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_18.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_19.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_20.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_21.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_22.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_23.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_24.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_25.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_26.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_27.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_28.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_29.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_30.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_31.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_32.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_33.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_34.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_35.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_36.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_37.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_38.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_39.zvi.tif	CTN027	6	Vehicle	No	0	0	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_40.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_41.zvi.tif	CTN027	6	Vehicle	No	d	d	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_42.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
2014_2_17_CTN027d6_Tumor-01_AB02_43.zvi.tif	CTN027	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_01.zvi.tif	CTN028	6	Vehicle	No	0	0	Tumor
CTN028 Tumor K14 wellb1-01_AB01_02.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_03.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_05.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_06.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_07.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_08.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_09.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_10.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_11.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_12.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_13.zvi.tif	CTN028	6	Vehicle	No	0	0	Tumor
CTN028 Tumor K14 wellb1-01_AB01_14.zvi.tif	CTN028	6	Vehicle	No	b	b	Tumor
CTN028 Tumor K14 wellb1-01_AB01_15.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_17.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_18.zvi.tif	CTN028	6	Vehicle	No	0	0	Tumor
CTN028 Tumor K14 wellb1-01_AB01_19.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_20.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_21.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_22.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_24.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN028 Tumor K14 wellb1-01_AB01_25.zvi.tif	CTN028	6	Vehicle	No	d	d	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_01.zvi.tif	CTN029	6	Vehicle	No	0	0	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_02.zvi.tif	CTN029	6	Vehicle	No	b	b	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_04.zvi.tif	CTN029	6	Vehicle	No	b	b	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_05.zvi.tif	CTN029	6	Vehicle	No	d	d	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_06.zvi.tif	CTN029	6	Vehicle	No	d	d	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_07.zvi.tif	CTN029	6	Vehicle	No	d	d	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_08.zvi.tif	CTN029	6	Vehicle	No	0	0	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_09.zvi.tif	CTN029	6	Vehicle	No	d	d	Tumor
CTN029 d6 tumor K14 wellb1-08_AB01_10.zvi.tif	CTN029	6	Vehicle	No	b	b	Tumor
CTN030 d6 Tumor K14 wella1-05_AA01_01.zvi.tif	CTN030	6	Vehicle	No	0	0	Tumor
CTN030 d6 Tumor K14 wella1-05_AA01_02.zvi.tif	CTN030	6	Vehicle	No	0	0	Tumor
CTN031 d6 Tumor K14-12_AA01_01.zvi.tif	CTN031	6	Vehicle	No	1	2	Tumor
CTN031 d6 Tumor K14-12_AA01_02.zvi.tif	CTN031	6	Vehicle	No	d	d	Tumor
CTN031 d6 Tumor K14-12_AA01_03.zvi.tif	CTN031	6	Vehicle	No	d	d	Tumor
CTN031 d6 Tumor K14-12_AA01_04.zvi.tif	CTN031	6	Vehicle	No	d	d	Tumor
CTN031 d6 Tumor K14-12_AA02_01.zvi.tif	CTN031	6	Vehicle	No	2	2	Tumor
CTN031 d6 Tumor K14-12_AA02_02.zvi.tif	CTN031	6	Vehicle	No	0	0	Tumor
CTN031 d6 Tumor K14-12_AA02_03.zvi.tif	CTN031	6	Vehicle	No	0	0	Tumor
CTN031 d6 Tumor K14-12_AA02_04.zvi.tif	CTN031	6	Vehicle	No	0	0	Tumor
CTN031 d6 Tumor K14-12_AA02_05.zvi.tif	CTN031	6	Vehicle	No	d	d	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_01.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_02.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_03.zvi.tif	CTN033	6	Vehicle	No	1	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_04.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_05.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_06.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_07.zvi.tif	CTN033	6	Vehicle	No	d	d	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_08.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_09.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_10.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_11.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_12.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_13.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_14.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_15.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_16.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_17.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC03_18.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_01.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_02.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_03.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_04.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_05.zvi.tif	CTN033	6	Vehicle	No	d	d	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_06.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_08.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_09.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_10.zvi.tif	CTN033	6	Vehicle	No	1	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_11.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN033 d6 tumor K14 wellc3,c4-03_AC04_12.zvi.tif	CTN033	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_01.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_02.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_03.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_04.zvi.tif	CTN036	6	Vehicle	No	0	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_05.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_06.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_07.zvi.tif	CTN036	6	Vehicle	No	2	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_08.zvi.tif	CTN036	6	Vehicle	No	3	3	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_09.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_10.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_11.zvi.tif	CTN036	6	Vehicle	No	2	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_12.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_14.zvi.tif	CTN036	6	Vehicle	No	2	3	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_17.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_18.zvi.tif	CTN036	6	Vehicle	No	2	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_19.zvi.tif	CTN036	6	Vehicle	No	1	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_20.zvi.tif	CTN036	6	Vehicle	No	1	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_21.zvi.tif	CTN036	6	Vehicle	No	b	b	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_22.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_23.zvi.tif	CTN036	6	Vehicle	No	1	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_24.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_25.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_26.zvi.tif	CTN036	6	Vehicle	No	b	b	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_27.zvi.tif	CTN036	6	Vehicle	No	3	3	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_33.zvi.tif	CTN036	6	Vehicle	No	1	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_34.zvi.tif	CTN036	6	Vehicle	No	0	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_36.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_37.zvi.tif	CTN036	6	Vehicle	No	3	2	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_38.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_39.zvi.tif	CTN036	6	Vehicle	No	0	0	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_40.zvi.tif	CTN036	6	Vehicle	No	2	1	Tumor
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_42.zvi.tif	CTN036	6	Vehicle	No	3	3	Tumor
