newfilename	origfilename	ctnnum	annot	daynum	orgnum	power	pxlinmedian	invasion_veena	k14_veena
CTN038_Day6_02.tif	CTN038 d6 Tumor-18_Position(121).tif_Files.tif	038	Tumor	6	02	0.068681072	3	0	0
CTN038_Day6_04.tif	CTN038 d6 Tumor-18_Position(123).tif_Files.tif	038	Tumor	6	04	0.00549595	4	0	0
CTN039_Day0_01.tif	CTN039 d0 Tumor-26_Position(267).tif_Files.tif	039	Tumor	0	01	0.067303684	7	0	0
CTN039_Day0_02.tif	CTN039 d0 Tumor-26_Position(268).tif_Files.tif	039	Tumor	0	02	0.087392476	21	0	1
CTN039_Day0_03.tif	CTN039 d0 Tumor-26_Position(269).tif_Files.tif	039	Tumor	0	03	0.018684847	28	0	1
CTN039_Day0_04.tif	CTN039 d0 Tumor-26_Position(270).tif_Files.tif	039	Tumor	0	04	0.340735857	3	0	0
CTN039_Day0_05.tif	CTN039 d0 Tumor-26_Position(271).tif_Files.tif	039	Tumor	0	05	0.038497921	6	0	0
CTN039_Day0_06.tif	CTN039 d0 Tumor-26_Position(272).tif_Files.tif	039	Tumor	0	06	0.046355862	15	0	1
CTN039_Day0_07.tif	CTN039 d0 Tumor-26_Position(273).tif_Files.tif	039	Tumor	0	07	0.063164048	20	0	1
CTN039_Day0_08.tif	CTN039 d0 Tumor-26_Position(274).tif_Files.tif	039	Tumor	0	08	0.043750662	5	0	0
CTN039_Day0_09.tif	CTN039 d0 Tumor-26_Position(275).tif_Files.tif	039	Tumor	0	09	0.019978972	3	0	0
CTN039_Day0_10.tif	CTN039 d0 Tumor-26_Position(276).tif_Files.tif	039	Tumor	0	10	0.026386023	14	0	0
CTN039_Day0_11.tif	CTN039 d0 Tumor-26_Position(277).tif_Files.tif	039	Tumor	0	11	0.002588458	23	0	1
CTN039_Day0_13.tif	CTN039 d0 Tumor-26_Position(279).tif_Files.tif	039	Tumor	0	13	0.021121325	29	0	1
CTN039_Day0_14.tif	CTN039 d0 Tumor-26_Position(280).tif_Files.tif	039	Tumor	0	14	0.087392476	21	0	1
CTN039_Day0_15.tif	CTN039 d0 Tumor-26_Position(281).tif_Files.tif	039	Tumor	0	15	0.00900416	3	0	0
CTN039_Day0_16.tif	CTN039 d0 Tumor-26_Position(282).tif_Files.tif	039	Tumor	0	16	0.023249864	6	0	0
CTN039_Day0_17.tif	CTN039 d0 Tumor-26_Position(283).tif_Files.tif	039	Tumor	0	17	0.083339827	15	0	0
CTN039_Day0_18.tif	CTN039 d0 Tumor-26_Position(284).tif_Files.tif	039	Tumor	0	18	0.083871477	16	0	0
CTN039_Day0_19.tif	CTN039 d0 Tumor-26_Position(285).tif_Files.tif	039	Tumor	0	19	0.026868885	6	0	0
CTN039_Day0_20.tif	CTN039 d0 Tumor-26_Position(286).tif_Files.tif	039	Tumor	0	20	0.012764415	5	0	0
CTN039_Day0_21.tif	CTN039 d0 Tumor-26_Position(287).tif_Files.tif	039	Tumor	0	21	0.088041142	4	0	0
CTN039_Day0_22.tif	CTN039 d0 Tumor-26_Position(288).tif_Files.tif	039	Tumor	0	22	0.161619771	5	0	0
CTN039_Day0_23.tif	CTN039 d0 Tumor-26_Position(289).tif_Files.tif	039	Tumor	0	23	0.010806454	4	0	0
CTN039_Day0_24.tif	CTN039 d0 Tumor-26_Position(290).tif_Files.tif	039	Tumor	0	24	0.013145667	3	0	0
CTN039_Day6_02.tif	CTN039 d6 Tumor-22_Position(178).tif_Files.tif	039	Tumor	6	02	0.042498158	72	2	3
CTN039_Day6_12.tif	CTN039 d6 Tumor-22_Position(187).tif_Files.tif	039	Tumor	6	12	0.014006384	19	0	1
CTN040_Day0_01.tif	CTN040 d0 Tumor-02_Position(311).tif_Files.tif	040	Tumor	0	01	0.018545399	5	0	0
CTN040_Day0_02.tif	CTN040 d0 Tumor-02_Position(312).tif_Files.tif	040	Tumor	0	02	0.024742447	9	0	0
CTN040_Day0_03.tif	CTN040 d0 Tumor-02_Position(313).tif_Files.tif	040	Tumor	0	03	0.03299183	6	0	0
CTN040_Day0_05.tif	CTN040 d0 Tumor-02_Position(315).tif_Files.tif	040	Tumor	0	05	0.019008749	6	0	0
CTN040_Day0_06.tif	CTN040 d0 Tumor-02_Position(316).tif_Files.tif	040	Tumor	0	06	0.007509187	6	0	0
CTN040_Day0_07.tif	CTN040 d0 Tumor-02_Position(317).tif_Files.tif	040	Tumor	0	07	0.03421967	7	0	0
CTN040_Day0_08.tif	CTN040 d0 Tumor-02_Position(318).tif_Files.tif	040	Tumor	0	08	0.015535343	5	0	0
CTN040_Day0_09.tif	CTN040 d0 Tumor-02_Position(319).tif_Files.tif	040	Tumor	0	09	0.022205373	7	0	0
CTN040_Day0_10.tif	CTN040 d0 Tumor-02_Position(321).tif_Files.tif	040	Tumor	0	10	0.038003277	5	0	0
CTN040_Day0_11.tif	CTN040 d0 Tumor-02_Position(322).tif_Files.tif	040	Tumor	0	11	0.006526464	7	0	0
CTN040_Day0_12.tif	CTN040 d0 Tumor-02_Position(323).tif_Files.tif	040	Tumor	0	12	0.045517607	7	0	0
CTN040_Day0_13.tif	CTN040 d0 Tumor-02_Position(324).tif_Files.tif	040	Tumor	0	13	0.014898983	7	0	0
CTN040_Day0_14.tif	CTN040 d0 Tumor-02_Position(325).tif_Files.tif	040	Tumor	0	14	0.016068574	6	0	0
CTN040_Day0_16.tif	CTN040 d0 Tumor-02_Position(327).tif_Files.tif	040	Tumor	0	16	0.011095449	6	0	0
CTN040_Day0_17.tif	CTN040 d0 Tumor-02_Position(328).tif_Files.tif	040	Tumor	0	17	0.012705399	6	0	0
CTN040_Day0_18.tif	CTN040 d0 Tumor-02_Position(329).tif_Files.tif	040	Tumor	0	18	0.019741406	7	0	0
CTN040_Day0_19.tif	CTN040 d0 Tumor-02_Position(330).tif_Files.tif	040	Tumor	0	19	0.03956299	7	0	0
CTN040_Day0_20.tif	CTN040 d0 Tumor-02_Position(331).tif_Files.tif	040	Tumor	0	20	0.007338006	9	0	0
CTN040_Day0_21.tif	CTN040 d0 Tumor-02_Position(332).tif_Files.tif	040	Tumor	0	21	0.020727052	7	0	0
CTN040_Day0_22.tif	CTN040 d0 Tumor-02_Position(333).tif_Files.tif	040	Tumor	0	22	0.025448639	11	0	0
CTN040_Day0_23.tif	CTN040 d0 Tumor-02_Position(334).tif_Files.tif	040	Tumor	0	23	0.017978693	7	0	0
CTN040_Day0_24.tif	CTN040 d0 Tumor-02_Position(335).tif_Files.tif	040	Tumor	0	24	0.022668924	7	0	0
CTN040_Day0_25.tif	CTN040 d0 Tumor-02_Position(336).tif_Files.tif	040	Tumor	0	25	0.01507722	6	0	0
CTN041_Day6_05.tif	CTN041 d6 Tumor-03_Position(341).tif_Files.tif	041	Tumor	6	05	0.017591756	3	0	0
CTN041_Day6_08.tif	CTN041 d6 Tumor-03_Position(344).tif_Files.tif	041	Tumor	6	08	0.019874983	5	0	0
CTN041_Day6_19.tif	CTN041 d6 Tumor-03_Position(355).tif_Files.tif	041	Tumor	6	19	0.014874463	5	0	0
CTN041_Day6_22.tif	CTN041 d6 Tumor-03_Position(358).tif_Files.tif	041	Tumor	6	22	0.039004288	6	0	0
CTN041_Day6_30.tif	CTN041 d6 Tumor-03_Position(366).tif_Files.tif	041	Tumor	6	30	0.044965046	4	0	0
CTN041_Day6_31.tif	CTN041 d6 Tumor-03_Position(367).tif_Files.tif	041	Tumor	6	31	0.007483233	4	0	0
CTN041_Day6_32.tif	CTN041 d6 Tumor-03_Position(368).tif_Files.tif	041	Tumor	6	32	0.019420851	5	0	0
CTN041_Day6_33.tif	CTN041 d6 Tumor-03_Position(369).tif_Files.tif	041	Tumor	6	33	0.052568423	5	0	0
CTN042_Day0_01.tif	CTN042 d0 K14-03_Position(215).zvi.tif	042	Tumor	0	01	0.014668453	4	0	0
CTN042_Day0_02.tif	CTN042 d0 K14-03_Position(216).zvi.tif	042	Tumor	0	02	0.010034041	9	0	0
CTN042_Day0_03.tif	CTN042 d0 K14-03_Position(217).zvi.tif	042	Tumor	0	03	0.056017214	9	0	0
CTN042_Day0_04.tif	CTN042 d0 K14-03_Position(218).zvi.tif	042	Tumor	0	04	0.066701093	8	0	0
CTN042_Day0_05.tif	CTN042 d0 K14-03_Position(219).zvi.tif	042	Tumor	0	05	0.033647953	6	0	0
CTN042_Day0_06.tif	CTN042 d0 K14-03_Position(220).zvi.tif	042	Tumor	0	06	0.022863761	7	0	0
CTN042_Day0_07.tif	CTN042 d0 K14-03_Position(221).zvi.tif	042	Tumor	0	07	0.051469585	7	0	0
CTN042_Day0_08.tif	CTN042 d0 K14-03_Position(222).zvi.tif	042	Tumor	0	08	0.017489406	6	0	0
CTN042_Day0_09.tif	CTN042 d0 K14-03_Position(223).zvi.tif	042	Tumor	0	09	0.007234815	6	0	0
CTN042_Day0_10.tif	CTN042 d0 K14-03_Position(224).zvi.tif	042	Tumor	0	10	0.03340984	6	0	0
CTN042_Day0_11.tif	CTN042 d0 K14-03_Position(225).zvi.tif	042	Tumor	0	11	0.025870145	6	0	0
CTN042_Day0_12.tif	CTN042 d0 K14-03_Position(226).zvi.tif	042	Tumor	0	12	0.040272929	8	0	1
CTN042_Day6_01.tif	CTN042 d6 K14-02_Position(173).zvi.tif	042	Tumor	6	01	0.004860241	6	2	0
CTN042_Day6_02.tif	CTN042 d6 K14-02_Position(174).zvi.tif	042	Tumor	6	02	0.011394852	20	3	2
CTN042_Day6_03.tif	CTN042 d6 K14-02_Position(175).zvi.tif	042	Tumor	6	03	0.01909345	10	1	1
CTN042_Day6_04.tif	CTN042 d6 K14-02_Position(176).zvi.tif	042	Tumor	6	04	0.002690302	5	0	0
CTN042_Day6_05.tif	CTN042 d6 K14-02_Position(177).zvi.tif	042	Tumor	6	05	0.025367879	5	0	0
CTN042_Day6_06.tif	CTN042 d6 K14-02_Position(178).zvi.tif	042	Tumor	6	06	0.002876774	8	0	0
CTN042_Day6_07.tif	CTN042 d6 K14-02_Position(179).zvi.tif	042	Tumor	6	07	0.002801601	8	0	0
CTN042_Day6_08.tif	CTN042 d6 K14-02_Position(180).zvi.tif	042	Tumor	6	08	0.050271337	30	2	2
CTN042_Day6_09.tif	CTN042 d6 K14-02_Position(181).zvi.tif	042	Tumor	6	09	0.057447941	32	3	2
CTN042_Day6_10.tif	CTN042 d6 K14-02_Position(182).zvi.tif	042	Tumor	6	10	0.002393263	8	0	0
CTN042_Day6_11.tif	CTN042 d6 K14-02_Position(183).zvi.tif	042	Tumor	6	11	0.142071202	35	3	2
CTN042_Day6_12.tif	CTN042 d6 K14-02_Position(184).zvi.tif	042	Tumor	6	12	0.002281784	4	0	0
CTN042_Day6_13.tif	CTN042 d6 K14-02_Position(185).zvi.tif	042	Tumor	6	13	0.00696345	4	0	0
CTN042_Day6_14.tif	CTN042 d6 K14-02_Position(186).zvi.tif	042	Tumor	6	14	0.009054203	8	0	0
CTN042_Day6_15.tif	CTN042 d6 K14-02_Position(187).zvi.tif	042	Tumor	6	15	0.003667649	4	0	0
CTN042_Day6_16.tif	CTN042 d6 K14-02_Position(188).zvi.tif	042	Tumor	6	16	0.027172851	5	0	0
CTN042_Day6_17.tif	CTN042 d6 K14-02_Position(189).zvi.tif	042	Tumor	6	17	0.050135471	5	0	0
CTN042_Day6_18.tif	CTN042 d6 K14-02_Position(190).zvi.tif	042	Tumor	6	18	0.004392054	4	0	0
CTN042_Day6_19.tif	CTN042 d6 K14-02_Position(191).zvi.tif	042	Tumor	6	19	0.022985974	5	0	0
CTN042_Day6_20.tif	CTN042 d6 K14-02_Position(192).zvi.tif	042	Tumor	6	20	0.002390021	6	0	0
CTN042_Day6_21.tif	CTN042 d6 K14-02_Position(193).zvi.tif	042	Tumor	6	21	0.00837822	4	0	0
CTN042_Day6_22.tif	CTN042 d6 K14-02_Position(194).zvi.tif	042	Tumor	6	22	0.015713881	4	0	0
CTN042_Day6_23.tif	CTN042 d6 K14-02_Position(195).zvi.tif	042	Tumor	6	23	0.003241183	19	1	2
CTN042_Day6_24.tif	CTN042 d6 K14-02_Position(196).zvi.tif	042	Tumor	6	24	0.00197993	23	2	1
CTN042_Day6_25.tif	CTN042 d6 K14-02_Position(197).zvi.tif	042	Tumor	6	25	0.004785172	19	0	1
CTN042_Day6_26.tif	CTN042 d6 K14-02_Position(198).zvi.tif	042	Tumor	6	26	0.007520821	17	0	1
CTN042_Day6_27.tif	CTN042 d6 K14-02_Position(200).zvi.tif	042	Tumor	6	27	0.012686558	12	0	0
CTN042_Day6_28.tif	CTN042 d6 K14-02_Position(201).zvi.tif	042	Tumor	6	28	0.004205183	13	1	1
CTN042_Day6_29.tif	CTN042 d6 K14-02_Position(202).zvi.tif	042	Tumor	6	29	0.001589469	19	0	1
CTN042_Day6_30.tif	CTN042 d6 K14-02_Position(203).zvi.tif	042	Tumor	6	30	0.003859132	14	0	1
CTN042_Day6_31.tif	CTN042 d6 K14-02_Position(204).zvi.tif	042	Tumor	6	31	0.004620767	10	0	0
CTN042_Day6_32.tif	CTN042 d6 K14-02_Position(205).zvi.tif	042	Tumor	6	32	0.035207411	10	0	0
CTN042_Day6_33.tif	CTN042 d6 K14-02_Position(206).zvi.tif	042	Tumor	6	33	0.013630852	12	0	0
CTN042_Day6_34.tif	CTN042 d6 K14-02_Position(207).zvi.tif	042	Tumor	6	34	0.013630637	9	0	0
CTN042_Day6_35.tif	CTN042 d6 K14-02_Position(208).zvi.tif	042	Tumor	6	35	0.00606854	17	1	1
CTN042_Day6_36.tif	CTN042 d6 K14-02_Position(209).zvi.tif	042	Tumor	6	36	0.014014564	16	1	1
CTN042_Day6_37.tif	CTN042 d6 K14-02_Position(210).zvi.tif	042	Tumor	6	37	0.009728493	22	1	1
CTN042_Day6_38.tif	CTN042 d6 K14-02_Position(211).zvi.tif	042	Tumor	6	38	0.006837648	19	1	1
CTN042_Day6_39.tif	CTN042 d6 K14-02_Position(212).zvi.tif	042	Tumor	6	39	0.003904403	26	1	1
CTN042_Day6_40.tif	CTN042 d6 K14-02_Position(213).zvi.tif	042	Tumor	6	40	0.006672217	17	1	1
CTN042_Day6_41.tif	CTN042 d6 K14-02_Position(214).zvi.tif	042	Tumor	6	41	0.021656686	31	2	2
CTN043_Day0_01.tif	CTN043 d0 K14 collagen-04_Position(227).zvi.tif	043	Tumor	0	01	0.020602146	8	0	0
CTN043_Day0_02.tif	CTN043 d0 K14 collagen-04_Position(228).zvi.tif	043	Tumor	0	02	0.006573566	7	0	0
CTN043_Day0_03.tif	CTN043 d0 K14 collagen-04_Position(229).zvi.tif	043	Tumor	0	03	0.059659441	6	0	0
CTN043_Day0_04.tif	CTN043 d0 K14 collagen-04_Position(230).zvi.tif	043	Tumor	0	04	0.018746871	6	0	0
CTN043_Day0_05.tif	CTN043 d0 K14 collagen-04_Position(231).zvi.tif	043	Tumor	0	05	0.007994763	8	0	0
CTN043_Day0_06.tif	CTN043 d0 K14 collagen-04_Position(232).zvi.tif	043	Tumor	0	06	0.015776578	6	0	0
CTN043_Day0_07.tif	CTN043 d0 K14 collagen-04_Position(233).zvi.tif	043	Tumor	0	07	0.032136902	7	0	0
CTN043_Day0_08.tif	CTN043 d0 K14 collagen-04_Position(234).zvi.tif	043	Tumor	0	08	0.021466536	6	0	0
CTN043_Day0_09.tif	CTN043 d0 K14 collagen-04_Position(235).zvi.tif	043	Tumor	0	09	0.036195272	5	0	0
CTN043_Day0_10.tif	CTN043 d0 K14 collagen-04_Position(236).zvi.tif	043	Tumor	0	10	0.022383786	11	0	0
CTN044_NAT_Day0_01.tif	CTN044 d0 NAT  K14-11_Position(11).zvi.tif	044	NAT	0	01	0.069562043	11	0	0
CTN044_NAT_Day0_02.tif	CTN044 d0 NAT  K14-11_Position(12).zvi.tif	044	NAT	0	02	0.057840294	11	0	1
CTN044_NAT_Day0_03.tif	CTN044 d0 NAT  K14-11_Position(13).zvi.tif	044	NAT	0	03	0.091694795	16	0	1
CTN044_NAT_Day0_04.tif	CTN044 d0 NAT  K14-11_Position(14).zvi.tif	044	NAT	0	04	0.016343258	8	0	0
CTN044_NAT_Day0_05.tif	CTN044 d0 NAT  K14-11_Position(15).zvi.tif	044	NAT	0	05	0.018439998	9	0	0
CTN044_NAT_Day0_06.tif	CTN044 d0 NAT  K14-11_Position(16).zvi.tif	044	NAT	0	06	0.111992115	8	0	0
CTN044_NAT_Day0_07.tif	CTN044 d0 NAT  K14-11_Position(17).zvi.tif	044	NAT	0	07	0.014578707	29	0	2
CTN044_NAT_Day0_08.tif	CTN044 d0 NAT  K14-11_Position(18).zvi.tif	044	NAT	0	08	0.037698614	17	0	1
CTN044_NAT_Day0_09.tif	CTN044 d0 NAT  K14-11_Position(19).zvi.tif	044	NAT	0	09	0.022599763	10	0	1
CTN044_NAT_Day0_10.tif	CTN044 d0 NAT  K14-11_Position(20).zvi.tif	044	NAT	0	10	0.039837711	9	0	0
CTN044_NAT_Day0_11.tif	CTN044 d0 NAT  K14-11_Position(21).zvi.tif	044	NAT	0	11	0.046671805	12	0	1
CTN044_NAT_Day6_01.tif	CTN044 d6 NAT  K14 -08_AB02_01.zvi.tif	044	NAT	6	01	0.011366076	5	0	0
CTN044_NAT_Day6_02.tif	CTN044 d6 NAT  K14 -08_AB02_02.zvi.tif	044	NAT	6	02	0.025171698	22	0	2
CTN044_NAT_Day6_03.tif	CTN044 d6 NAT  K14 -08_AB02_03.zvi.tif	044	NAT	6	03	0.022191886	5	0	0
CTN044_NAT_Day6_04.tif	CTN044 d6 NAT  K14 -08_AB02_04.zvi.tif	044	NAT	6	04	0.031158545	6	0	0
CTN044_NAT_Day6_05.tif	CTN044 d6 NAT  K14 -08_AB02_05.zvi.tif	044	NAT	6	05	0.002847456	11	0	1
CTN044_NAT_Day6_06.tif	CTN044 d6 NAT  K14 -08_AB02_06.zvi.tif	044	NAT	6	06	0.043237176	5	0	0
CTN044_NAT_Day6_07.tif	CTN044 d6 NAT  K14 -08_AB02_07.zvi.tif	044	NAT	6	07	0.007076096	6	0	0
CTN044_NAT_Day6_08.tif	CTN044 d6 NAT  K14 -08_AB02_08.zvi.tif	044	NAT	6	08	0.032242114	7	0	0
CTN044_NAT_Day6_09.tif	CTN044 d6 NAT  K14 -08_AB02_09.zvi.tif	044	NAT	6	09	0.020485628	15	0	1
CTN044_NAT_Day6_10.tif	CTN044 d6 NAT  K14 -08_AB03_01.zvi.tif	044	NAT	6	10	0.030887199	12	0	1
CTN044_NAT_Day6_11.tif	CTN044 d6 NAT  K14 -08_AB03_02.zvi.tif	044	NAT	6	11	0.038058531	17	0	1
CTN044_NAT_Day6_12.tif	CTN044 d6 NAT  K14 -08_AB03_03.zvi.tif	044	NAT	6	12	0.004797145	4	0	0
CTN044_NAT_Day6_13.tif	CTN044 d6 NAT  K14 -08_AB03_04.zvi.tif	044	NAT	6	13	0.024436271	5	0	0
CTN044_NAT_Day6_14.tif	CTN044 d6 NAT  K14 -08_AB03_05.zvi.tif	044	NAT	6	14	0.020833962	6	0	0
CTN044_NAT_Day6_15.tif	CTN044 d6 NAT  K14 -08_AB03_06.zvi.tif	044	NAT	6	15	0.010136853	28	0	2
CTN044_NAT_Day6_16.tif	CTN044 d6 NAT  K14 -08_AB03_07.zvi.tif	044	NAT	6	16	0.024586548	9	0	0
CTN044_NAT_Day6_17.tif	CTN044 d6 NAT  K14 -08_AB03_08.zvi.tif	044	NAT	6	17	0.015661089	4	0	0
CTN044_NAT_Day6_18.tif	CTN044 d6 NAT  K14 -08_AB03_09.zvi.tif	044	NAT	6	18	0.004382232	6	0	0
CTN044_NAT_Day6_19.tif	CTN044 d6 NAT  K14 -08_AB03_10.zvi.tif	044	NAT	6	19	0.019227268	8	0	0
CTN044_NAT_Day6_20.tif	CTN044 d6 NAT  K14 -08_AB03_11.zvi.tif	044	NAT	6	20	0.009863319	13	0	1
CTN044_NAT_Day6_21.tif	CTN044 d6 NAT  K14 -08_AB03_12.zvi.tif	044	NAT	6	21	0.023555285	16	0	1
CTN044_NAT_Day6_22.tif	CTN044 d6 NAT  K14 -08_AB03_13.zvi.tif	044	NAT	6	22	0.043999876	8	0	0
CTN044_NAT_Day6_23.tif	CTN044 d6 NAT  K14 -08_AB03_14.zvi.tif	044	NAT	6	23	0.021154614	11	0	1
CTN044_NAT_Day6_24.tif	CTN044 d6 NAT  K14 -08_AB03_15.zvi.tif	044	NAT	6	24	0.010517369	8	0	1
CTN044_NAT_Day6_25.tif	CTN044 d6 NAT  K14 -08_AB03_16.zvi.tif	044	NAT	6	25	0.007854121	15	0	1
CTN044_NAT_Day6_26.tif	CTN044 d6 NAT  K14 -08_AB03_17.zvi.tif	044	NAT	6	26	0.048307628	7	0	0
CTN044_NAT_Day6_27.tif	CTN044 d6 NAT  K14 -08_AB03_18.zvi.tif	044	NAT	6	27	0.011575196	9	0	1
CTN044_NAT_Day6_28.tif	CTN044 d6 NAT  K14 -08_AB03_19.zvi.tif	044	NAT	6	28	0.007850328	5	0	0
CTN044_Day0_01.tif	CTN044 d0 Tumor  K14-10_Position(1).zvi.tif	044	Tumor	0	01	0.047401477	9	0	0
CTN044_Day0_02.tif	CTN044 d0 Tumor  K14-10_Position(2).zvi.tif	044	Tumor	0	02	0.041090332	11	0	0
CTN044_Day0_03.tif	CTN044 d0 Tumor  K14-10_Position(3).zvi.tif	044	Tumor	0	03	0.028576012	7	0	0
CTN044_Day6_01.tif	CTN044 d6 tumor K14 -07_AA03_01.zvi.tif	044	Tumor	6	01	0.016720636	15	0	1
CTN044_Day6_02.tif	CTN044 d6 tumor K14 -07_AA03_02.zvi.tif	044	Tumor	6	02	0.016396044	19	0	1
CTN044_Day6_03.tif	CTN044 d6 tumor K14 -07_AA03_03.zvi.tif	044	Tumor	6	03	0.025173094	4	0	0
CTN044_Day6_04.tif	CTN044 d6 tumor K14 -07_AA03_04.zvi.tif	044	Tumor	6	04	0.038639952	26	0	2
CTN044_Day6_05.tif	CTN044 d6 tumor K14 -07_AA03_05.zvi.tif	044	Tumor	6	05	0.006104256	5	0	0
CTN044_Day6_06.tif	CTN044 d6 tumor K14 -07_AA03_06.zvi.tif	044	Tumor	6	06	0.00871343	11	0	1
CTN044_Day6_07.tif	CTN044 d6 tumor K14 -07_AA03_07.zvi.tif	044	Tumor	6	07	0.012336968	20	0	1
CTN044_Day6_08.tif	CTN044 d6 tumor K14 -07_AA03_08.zvi.tif	044	Tumor	6	08	0.018190578	36	0	2
CTN044_Day6_09.tif	CTN044 d6 tumor K14 -07_AA03_09.zvi.tif	044	Tumor	6	09	0.017688367	6	0	1
CTN044_Day6_10.tif	CTN044 d6 tumor K14 -07_AA04_01.zvi.tif	044	Tumor	6	10	0.007991275	4	0	0
CTN044_Day6_11.tif	CTN044 d6 tumor K14 -07_AA04_02.zvi.tif	044	Tumor	6	11	0.003773695	5	0	0
CTN044_Day6_12.tif	CTN044 d6 tumor K14 -07_AA04_03.zvi.tif	044	Tumor	6	12	0.005355014	43	0	2
CTN044_Day6_13.tif	CTN044 d6 tumor K14 -07_AA04_04.zvi.tif	044	Tumor	6	13	0.014595826	9	0	2
CTN045_NAT_Day0_01.tif	CTN045 d0 NAT  K14-14_Position(23).zvi.tif	045	NAT	0	01	0.09400634	9	0	0
CTN045_NAT_Day0_02.tif	CTN045 d0 NAT  K14-14_Position(24).zvi.tif	045	NAT	0	02	0.037491783	25	0	1
CTN045_NAT_Day0_03.tif	CTN045 d0 NAT  K14-14_Position(25).zvi.tif	045	NAT	0	03	0.011959864	10	0	0
CTN045_NAT_Day0_04.tif	CTN045 d0 NAT  K14-14_Position(26).zvi.tif	045	NAT	0	04	0.046786577	14	0	0
CTN045_NAT_Day0_05.tif	CTN045 d0 NAT  K14-14_Position(27).zvi.tif	045	NAT	0	05	0.03290593	10	0	0
CTN045_NAT_Day0_06.tif	CTN045 d0 NAT  K14-14_Position(28).zvi.tif	045	NAT	0	06	0.089218035	11	0	0
CTN045_NAT_Day0_07.tif	CTN045 d0 NAT  K14-14_Position(29).zvi.tif	045	NAT	0	07	0.053748628	13	0	0
CTN045_NAT_Day0_08.tif	CTN045 d0 NAT  K14-14_Position(30).zvi.tif	045	NAT	0	08	0.014899988	11	0	0
CTN045_NAT_Day0_09.tif	CTN045 d0 NAT  K14-14_Position(31).zvi.tif	045	NAT	0	09	0.039348955	31	0	1
CTN045_NAT_Day0_10.tif	CTN045 d0 NAT  K14-14_Position(32).zvi.tif	045	NAT	0	10	0.054340945	12	0	0
CTN045_NAT_Day0_11.tif	CTN045 d0 NAT  K14-14_Position(33).zvi.tif	045	NAT	0	11	0.005833936	15	0	0
CTN045_NAT_Day0_12.tif	CTN045 d0 NAT  K14-14_Position(34).zvi.tif	045	NAT	0	12	0.032445927	16	0	0
CTN045_NAT_Day0_13.tif	CTN045 d0 NAT  K14-14_Position(35).zvi.tif	045	NAT	0	13	0.063797979	18	0	1
CTN045_NAT_Day0_14.tif	CTN045 d0 NAT  K14-14_Position(36).zvi.tif	045	NAT	0	14	0.01004509	17	0	0
CTN045_NAT_Day0_15.tif	CTN045 d0 NAT  K14-14_Position(37).zvi.tif	045	NAT	0	15	0.022246419	14	0	1
CTN045_Day0_01.tif	CTN045 d0 Tumor  K14-13_Position(22).zvi.tif	045	Tumor	0	01	0.039557746	14	0	1
CTN045_Day6_01.tif	CTN045 d6 Tumor K14-17_AA03_01.zvi.tif	045	Tumor	6	01	0.029839303	7	0	0
CTN045_Day6_02.tif	CTN045 d6 Tumor K14-17_AA03_02.zvi.tif	045	Tumor	6	02	0.013036038	15	0	1
CTN045_Day6_03.tif	CTN045 d6 Tumor K14-17_AA04_01.zvi.tif	045	Tumor	6	03	0.01656801	35	0	1
CTN046_Day0_01.tif	CTN046 d0 Tumor K14-15_Position(38).zvi.tif	046	Tumor	0	01	0.023054769	19	0	1
CTN046_Day0_02.tif	CTN046 d0 Tumor K14-15_Position(39).zvi.tif	046	Tumor	0	02	0.011993884	9	0	0
CTN046_Day0_03.tif	CTN046 d0 Tumor K14-15_Position(40).zvi.tif	046	Tumor	0	03	0.020568731	15	0	0
CTN046_Day0_04.tif	CTN046 d0 Tumor K14-15_Position(41).zvi.tif	046	Tumor	0	04	0.014954913	42	0	1
CTN046_Day0_05.tif	CTN046 d0 Tumor K14-15_Position(42).zvi.tif	046	Tumor	0	05	0.040445646	9	0	0
CTN046_Day0_06.tif	CTN046 d0 Tumor K14-15_Position(43).zvi.tif	046	Tumor	0	06	0.099238246	19	0	1
CTN046_Day0_07.tif	CTN046 d0 Tumor K14-15_Position(44).zvi.tif	046	Tumor	0	07	0.014357678	16	0	0
CTN046_Day0_08.tif	CTN046 d0 Tumor K14-15_Position(45).zvi.tif	046	Tumor	0	08	0.026752672	10	0	0
CTN046_Day6_01.tif	CTN046 d6 Tumor K14-16_Position(46).zvi.tif	046	Tumor	6	01	0.077960203	19	2	1
CTN046_Day6_02.tif	CTN046 d6 Tumor K14-16_Position(47).zvi.tif	046	Tumor	6	02	0.021195386	14	0	0
CTN046_Day6_03.tif	CTN046 d6 Tumor K14-16_Position(48).zvi.tif	046	Tumor	6	03	0.014607191	19	0	0
CTN046_Day6_04.tif	CTN046 d6 Tumor K14-16_Position(49).zvi.tif	046	Tumor	6	04	0.001963363	9	0	0
CTN046_Day6_05.tif	CTN046 d6 Tumor K14-16_Position(50).zvi.tif	046	Tumor	6	05	0.005767803	26	0	1
CTN046_Day6_06.tif	CTN046 d6 Tumor K14-16_Position(51).zvi.tif	046	Tumor	6	06	0.038308914	13	0	0
CTN046_Day6_07.tif	CTN046 d6 Tumor K14-16_Position(52).zvi.tif	046	Tumor	6	07	0.007882634	29	0	1
